hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
1, 0.00000, 2398.46, -2.9904, 2505.62, -121.238, 2384.28, 118.318, 122.93, 167.736, 21.8634, 100.621, 77.3973, -81.1468
2, 0.00000, 2397.62, -2.76771, 2492.89, -121.159, 2385.56, 118.42, 112.381, 169.112, 21.6237, 104.908, 70.172, -79.256
3, 0.00000, 2412.54, -2.5161, 2495.12, -121.062, 2386.96, 118.521, 101.174, 170.959, 21.6413, 109.914, 63.024, -76.9546
4, 0.00000, 2411.4, -2.284, 2482.41, -120.987, 2403.81, 118.645, 90.8133, 172.926, 21.6617, 114.328, 55.577, -73.7241
5, 0.00000, 2410.32, -2.05854, 2484.94, -120.896, 2404.88, 118.756, 80.5649, 175.329, 21.9795, 119.235, 48.8046, -70.0424
6, 0.00000, 2398.17, -2.2504, 2483.98, -120.911, 2389.89, 118.707, 85.3494, 172.415, 18.8459, 130.26, 50.1295, -75.4896
7, 0.00000, 2376.68, -2.80733, 2480.79, -120.956, 2359.66, 118.563, 100.68, 165.444, 16.4989, 179.931, 56.6896, -89.4633
8, 0.00000, 2373.47, -3.27034, 2493.67, -120.893, 2330.04, 118.468, 110.509, 159.566, 31.5368, -140.869, 62.2328, -103.124
9, 0.00000, 2353.23, -3.78196, 2507.43, -120.837, 2315, 118.413, 123.288, 154.573, 51.6824, -129.117, 70.3539, -113.905
10, 0.00000, 2348.67, -4.01799, 2507.45, -120.697, 2301.52, 118.439, 124.379, 150.372, 73.79, -124.622, 73.6173, -124.445
11, 0.00000, 2338.36, -4.39959, 2520.86, -120.692, 2283.89, 118.341, 137.47, 148.618, 84.2913, -122.687, 84.0394, -125.947
12, 0.00000, 2341.33, -4.54108, 2519.22, -120.704, 2283.6, 118.302, 142.869, 147.817, 89.1617, -121.814, 88.5284, -126.917
13, 0.00000, 2337.77, -4.82177, 2530.51, -120.867, 2265.69, 118.131, 159.72, 148.978, 81.8552, -121.255, 97.8661, -121.709
14, 0.00000, 2316.28, -5.18151, 2527.75, -121.071, 2261.66, 118.008, 179.67, 149.87, 74.0666, -120.576, 107.96, -117.568
15, 0.00000, 2328.81, -5.0212, 2527.15, -121.115, 2274.7, 117.967, 177.101, 151.341, 62.7102, -121.62, 107.963, -113.969
16, 0.00000, 2334.52, -4.9948, 2524.12, -121.337, 2285.1, 117.815, 186.741, 154.103, 38.6723, -123.923, 115.358, -106.29
17, 0.00000, 2339.71, -4.96832, 2521.09, -121.566, 2296.49, 117.676, 197.013, 156.599, 14.9072, -132.919, 123.853, -99.6012
18, 0.00000, 2308.95, -5.71952, 2526.33, -122.088, 2269.46, 117.244, 245.504, 157.21, 13.4436, 60.2719, 159.205, -94.9311
19, 0.00000, 2252.67, -6.56436, 2543.83, -122.581, 2219.42, 116.849, 290.408, 156.422, 30.5382, 51.6913, 187.611, -93.9924
20, 0.00000, 2209.5, -7.23161, 2543.01, -122.985, 2174.3, 116.53, 322.509, 155.603, 41.3839, 47.7662, 210.341, -94.1037
21, 0.00000, 2236.37, -6.82303, 2552.63, -122.753, 2203.25, 116.697, 304.585, 156.316, 38.504, 50.8888, 198.389, -93.5239
22, 0.00000, 2299.97, -5.9091, 2552.42, -122.296, 2265.08, 117.076, 263.223, 158.093, 32.802, 58.6806, 173.539, -92.098
23, 0.00000, 2353.12, -4.65285, 2534.02, -121.832, 2323.5, 117.565, 201.961, 161.157, 26.5944, 72.4056, 132.803, -89.2087
24, 0.00000, 2384.42, -3.6867, 2513.42, -121.497, 2363.71, 117.996, 155.903, 164.393, 23.1499, 87.2764, 100.302, -85.4708
