hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
1, 0.00000, 2305.73, -1.36344, 2368.3, -120.947, 2298.05, 119.105, 351.785, 149.746, 252.32, 35.0213, 342.115, -89.7601
2, 0.00000, 2323.2, -1.13525, 2364.96, -120.792, 2315.56, 119.259, 336.001, 146.424, 242.154, 29.7783, 326.52, -92.8926
3, 0.00000, 2346.89, -1.02876, 2383.7, -120.701, 2339.63, 119.32, 304.976, 146.637, 217.996, 29.9168, 296.465, -92.4845
4, 0.00000, 2371.18, -0.900863, 2386.78, -120.63, 2365.12, 119.386, 271.215, 146.885, 195.059, 30.0495, 263.396, -92.0553
5, 0.00000, 2395.2, -0.777428, 2389.88, -120.562, 2390.58, 119.454, 238.288, 147.126, 172.394, 30.1785, 230.629, -91.5554
6, 0.00000, 2386.38, -0.883997, 2386.67, -120.63, 2380.48, 119.394, 269.584, 146.913, 194.582, 30.0588, 261.826, -92.0105
7, 0.00000, 2358.9, -1.20738, 2377.02, -120.842, 2349.75, 119.22, 365.886, 146.26, 262.076, 29.693, 356.829, -93.0496
8, 0.00000, 2346.49, -1.47792, 2366.37, -121.071, 2335.69, 119.071, 458.377, 145.648, 330.178, 29.3358, 447.145, -93.7935
9, 0.00000, 2335.4, -1.72429, 2369.83, -121.285, 2322.48, 118.943, 545.759, 145.215, 397.782, 29, 533.807, -94.5356
10, 0.00000, 2332.81, -1.87366, 2377.04, -121.42, 2318.61, 118.867, 603.305, 144.915, 442.061, 28.7976, 590.975, -94.9421
11, 0.00000, 2330.25, -2.0131, 2384.14, -121.554, 2314.82, 118.797, 659.972, 144.611, 486.022, 28.6196, 647.595, -95.3208
12, 0.00000, 2335.53, -2.08281, 2395.42, -121.605, 2319.65, 118.769, 690.231, 144.461, 507.089, 28.4989, 676.768, -95.4463
13, 0.00000, 2340.8, -2.14893, 2406.78, -121.655, 2324.43, 118.743, 720.175, 144.3, 527.73, 28.4019, 705.878, -95.5665
14, 0.00000, 2346.03, -2.21224, 2418.17, -121.703, 2329.17, 118.719, 749.948, 144.134, 548.105, 28.3165, 734.927, -95.6819
15, 0.00000, 2367.45, -2.13953, 2423.71, -121.617, 2351.14, 118.759, 726.456, 144.178, 523.079, 28.4408, 710.56, -95.3487
16, 0.00000, 2389.69, -2.05691, 2428.76, -121.533, 2373.94, 118.8, 700.5, 144.257, 498.332, 28.565, 684.214, -95.0162
17, 0.00000, 2398.93, -1.98856, 2433.01, -121.456, 2383.53, 118.846, 670.493, 144.473, 474.935, 28.6826, 654.113, -94.8483
18, 0.00000, 2381, -2.12655, 2424.38, -121.611, 2364.78, 118.764, 728.865, 144.127, 521.8, 28.4511, 712.546, -95.2395
19, 0.00000, 2368.95, -2.31157, 2411.29, -121.842, 2351.43, 118.673, 814.303, 143.763, 592.018, 28.1222, 797.739, -95.8215
20, 0.00000, 2357.87, -2.47322, 2412.73, -122.051, 2339.07, 118.594, 895.457, 143.403, 659.991, 27.8501, 879.534, -96.3512
21, 0.00000, 2387.11, -2.3537, 2423.46, -121.881, 2369.34, 118.66, 847.023, 143.557, 610.726, 28.0531, 829.051, -95.8195
22, 0.00000, 2423.31, -2.09604, 2441.11, -121.571, 2392.83, 118.795, 730.814, 144.203, 516.654, 28.5024, 712.435, -95.0956
23, 0.00000, 2477.14, -1.63596, 2457.62, -121.191, 2429.58, 118.956, 560.414, 145.239, 402.581, 29.0936, 556.947, -94.2712
24, 0.00000, 2500.12, -1.28627, 2455.97, -120.947, 2442.15, 119.129, 435.376, 146.001, 316.009, 29.5171, 432.261, -93.4872
