hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
1, 0.00000, 2415.66, -1.69804, 2408.51, -120.625, 2341.61, 119.106, 385.528, 131.034, 230.233, -1.09838, 352.219, -106.19
2, 0.00000, 2413.69, -1.49645, 2396.86, -120.556, 2342.59, 119.226, 361.635, 130.078, 220.151, -2.27065, 329.812, -107.22
3, 0.00000, 2411.67, -1.29229, 2385.21, -120.485, 2343.52, 119.347, 337.852, 128.964, 210.137, -3.56844, 307.532, -108.414
4, 0.00000, 2409.59, -1.08543, 2373.55, -120.412, 2344.38, 119.471, 314.226, 127.656, 200.222, -5.01179, 285.424, -109.812
5, 0.00000, 2407.74, -0.872457, 2376.36, -120.32, 2345.27, 119.594, 290.66, 126.097, 190.943, -6.74175, 263.381, -111.477
6, 0.00000, 2380.05, -1.14102, 2373.67, -120.403, 2328.85, 119.45, 314.964, 127.91, 200.616, -4.97576, 286.125, -109.664
7, 0.00000, 2335.57, -2.01076, 2363.46, -120.822, 2277.29, 118.895, 399.499, 132.766, 237.262, 1.82651, 364.1, -104.524
8, 0.00000, 2288.63, -2.86773, 2352.7, -121.295, 2229.36, 118.413, 486.597, 135.661, 277.478, 6.63139, 439.136, -101.57
9, 0.00000, 2260.86, -3.6105, 2353.96, -121.734, 2197.18, 117.953, 566.604, 137.402, 319.499, 9.98799, 512.452, -99.8768
10, 0.00000, 2259.75, -3.72287, 2367.67, -121.5, 2189.24, 118.082, 591.504, 136.107, 319.625, 6.47198, 532.363, -101.181
11, 0.00000, 2248, -4.12989, 2374.66, -121.688, 2174.43, 117.872, 639.524, 136.634, 342.384, 7.52075, 575.692, -100.651
12, 0.00000, 2248.63, -4.324, 2386.03, -121.76, 2173.25, 117.775, 664.868, 136.819, 353.563, 7.94555, 598.559, -100.402
13, 0.00000, 2249.2, -4.51556, 2397.42, -121.829, 2172.13, 117.681, 690.2, 136.98, 364.621, 8.31987, 621.27, -100.172
14, 0.00000, 2249.3, -4.70352, 2394.01, -121.934, 2170.8, 117.587, 715.919, 137.126, 375.852, 8.75377, 644.426, -99.9677
15, 0.00000, 2261.87, -4.5074, 2399.21, -121.802, 2197.33, 117.695, 694.117, 136.869, 363.412, 8.26145, 626.697, -100.08
16, 0.00000, 2274.32, -4.30394, 2403.84, -121.688, 2211.45, 117.802, 671.634, 136.639, 351.527, 7.74636, 606.163, -100.234
17, 0.00000, 2298.47, -3.80345, 2415.27, -121.141, 2233.47, 118.263, 624.71, 134.701, 317.983, 2.36382, 560.496, -102.198
18, 0.00000, 2283.99, -3.92538, 2413.37, -120.926, 2211.83, 118.363, 648.417, 133.644, 320.961, -1.17463, 579.565, -103.299
19, 0.00000, 2254.38, -4.35456, 2403.9, -120.974, 2174.12, 118.253, 700.38, 133.668, 342.337, -1.83808, 625.637, -103.509
20, 0.00000, 2191.02, -5.63184, 2372.53, -122.46, 2130.05, 117.085, 821.997, 137.609, 428.596, 10.515, 746.581, -99.4337
21, 0.00000, 2213.83, -5.29004, 2395.41, -122.22, 2154.82, 117.289, 781.084, 137.472, 409.733, 9.96697, 709.629, -99.655
22, 0.00000, 2262.36, -4.5145, 2414.33, -121.753, 2210.12, 117.699, 694.328, 136.823, 363, 8.1779, 628.95, -100.054
23, 0.00000, 2333.15, -3.38873, 2433.06, -121.188, 2284.22, 118.259, 567.69, 135.465, 305.029, 5.19855, 519.257, -101.525
24, 0.00000, 2375.33, -2.42531, 2429.82, -120.846, 2336.68, 118.776, 461.226, 133.479, 261.485, 1.97287, 421.826, -103.801
