hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
1, 0.00000, 2497.18, -0.450716, 2433.14, -120.407, 2439.88, 119.762, 385.527, -48.9656, 230.232, 178.902, 352.218, 73.81
2, 0.00000, 2490.81, -0.376085, 2421.84, -120.358, 2434.78, 119.809, 361.634, -49.9223, 220.15, 177.729, 329.811, 72.7804
3, 0.00000, 2484.38, -0.299537, 2410.53, -120.308, 2429.63, 119.858, 337.851, -51.036, 210.136, 176.432, 307.531, 71.5863
4, 0.00000, 2477.88, -0.220985, 2399.21, -120.256, 2424.42, 119.909, 314.225, -52.3436, 200.221, 174.988, 285.423, 70.1882
5, 0.00000, 2471.48, -0.139802, 2402.6, -120.189, 2419.18, 119.961, 290.659, -53.9028, 190.942, 173.258, 263.38, 68.5228
6, 0.00000, 2448.22, -0.252122, 2399.28, -120.252, 2409.19, 119.898, 314.963, -52.0898, 200.615, 175.024, 286.124, 70.3366
7, 0.00000, 2419.29, -0.606723, 2387.57, -120.522, 2377.42, 119.651, 399.498, -47.2334, 237.261, -178.173, 364.099, 75.476
8, 0.00000, 2388.93, -0.943605, 2375.43, -120.82, 2347.61, 119.443, 486.597, -44.3387, 277.477, -173.368, 439.135, 78.4297
9, 0.00000, 2375.72, -1.22149, 2376.66, -121.092, 2333.03, 119.255, 566.603, -42.5975, 319.498, -170.012, 512.452, 80.1233
10, 0.00000, 2380.05, -1.22451, 2388.54, -121.007, 2334.4, 119.339, 591.503, -43.8926, 319.624, -173.528, 532.363, 78.8194
11, 0.00000, 2377.22, -1.36177, 2395.26, -121.132, 2330.79, 119.267, 639.523, -43.366, 342.384, -172.479, 575.691, 79.3495
12, 0.00000, 2382.63, -1.42333, 2406.29, -121.178, 2335.55, 119.237, 664.867, -43.1811, 353.562, -172.054, 598.559, 79.598
13, 0.00000, 2387.97, -1.48293, 2417.33, -121.221, 2340.32, 119.209, 690.199, -43.0201, 364.62, -171.68, 621.269, 79.8283
14, 0.00000, 2393.01, -1.53668, 2413.45, -121.293, 2344.96, 119.181, 715.918, -42.8744, 375.851, -171.246, 644.425, 80.0323
15, 0.00000, 2401.36, -1.47064, 2418.32, -121.209, 2367.12, 119.226, 694.117, -43.1312, 363.411, -171.738, 626.696, 79.92
16, 0.00000, 2409.68, -1.40169, 2422.82, -121.133, 2375.98, 119.264, 671.634, -43.3612, 351.526, -172.254, 606.163, 79.7663
17, 0.00000, 2425.72, -1.19712, 2432.6, -120.841, 2390.59, 119.468, 624.709, -45.2986, 317.982, -177.636, 560.496, 77.8018
18, 0.00000, 2416.09, -1.20569, 2429.22, -120.77, 2377.8, 119.535, 648.417, -46.3563, 320.96, 178.825, 579.564, 76.7013
19, 0.00000, 2396.17, -1.33255, 2419.19, -120.852, 2354.63, 119.514, 700.379, -46.3319, 342.336, 178.162, 625.636, 76.4913
20, 0.00000, 2354.1, -1.8177, 2391.71, -121.657, 2330.49, 119.019, 821.996, -42.3914, 428.595, -169.485, 746.581, 80.5663
21, 0.00000, 2369.1, -1.72656, 2415.1, -121.484, 2345.93, 119.095, 781.083, -42.5276, 409.732, -170.033, 709.628, 80.3451
22, 0.00000, 2401.56, -1.47591, 2433.44, -121.176, 2380.63, 119.235, 694.328, -43.1771, 362.999, -171.822, 628.949, 79.9459
23, 0.00000, 2448.01, -1.0863, 2453.53, -120.802, 2427.1, 119.442, 567.69, -44.5353, 305.028, -174.801, 519.256, 78.4748
24, 0.00000, 2470.66, -0.733047, 2452.74, -120.564, 2453.91, 119.64, 461.225, -46.5209, 261.484, -178.027, 421.826, 76.1988
