hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
1, 0.00000, 2415.64, -1.69913, 2408.56, -120.625, 2341.59, 119.107, 214.201, -57.155, 145.329, 156.167, 194.807, 51.8204
2, 0.00000, 2413.67, -1.49745, 2396.91, -120.556, 2342.57, 119.227, 205.318, -58.6303, 143.395, 155.792, 188.308, 50.6986
3, 0.00000, 2411.65, -1.2932, 2385.26, -120.485, 2343.49, 119.348, 196.606, -60.2523, 141.442, 155.403, 181.896, 49.495
4, 0.00000, 2409.57, -1.08625, 2373.59, -120.412, 2344.36, 119.472, 188.105, -62.0401, 139.483, 154.998, 175.593, 48.2004
5, 0.00000, 2407.72, -0.873186, 2376.39, -120.32, 2345.25, 119.595, 179.852, -64.0148, 138.228, 154.54, 169.411, 46.8024
6, 0.00000, 2380.03, -1.14186, 2373.7, -120.403, 2328.83, 119.451, 187.571, -61.6731, 139.474, 154.932, 175.123, 48.2999
7, 0.00000, 2335.55, -2.01191, 2363.51, -120.821, 2277.26, 118.896, 221.353, -53.7404, 145.117, 160.766, 197.524, 55.2059
8, 0.00000, 2288.6, -2.86916, 2352.77, -121.295, 2229.32, 118.414, 258.461, -48.3083, 152.345, 165.986, 219.185, 60.1017
9, 0.00000, 2260.83, -3.61219, 2354.04, -121.734, 2197.14, 117.955, 294.064, -44.8719, 161.457, 170.597, 242.903, 63.8497
10, 0.00000, 2259.71, -3.72477, 2367.75, -121.5, 2189.2, 118.083, 289.963, -47.8605, 155.252, 159.158, 238.129, 58.7297
11, 0.00000, 2247.96, -4.13197, 2374.75, -121.688, 2174.38, 117.874, 308.703, -46.6988, 158.567, 159.762, 250.008, 59.8686
12, 0.00000, 2248.59, -4.32617, 2386.12, -121.76, 2173.2, 117.778, 319.049, -46.1807, 160.528, 160.009, 256.702, 60.3966
13, 0.00000, 2249.16, -4.51782, 2397.52, -121.829, 2172.08, 117.683, 329.43, -45.7056, 162.481, 160.248, 263.419, 60.8943
14, 0.00000, 2249.25, -4.70587, 2394.12, -121.934, 2170.75, 117.589, 339.77, -45.2685, 163.885, 160.559, 270.127, 61.3627
15, 0.00000, 2261.83, -4.50969, 2399.31, -121.802, 2197.28, 117.697, 331.433, -45.6888, 162.551, 160.259, 266.694, 60.9278
16, 0.00000, 2274.28, -4.30614, 2403.94, -121.688, 2211.4, 117.804, 322.986, -46.1419, 161.211, 159.94, 261.53, 60.452
17, 0.00000, 2298.43, -3.8056, 2415.37, -121.141, 2233.42, 118.265, 292.095, -50.8506, 157.331, 146.899, 241.475, 53.5832
18, 0.00000, 2283.95, -3.92774, 2413.48, -120.925, 2211.77, 118.366, 287.689, -53.9878, 164.444, 135.401, 239.363, 48.2623
19, 0.00000, 2254.34, -4.35721, 2404.02, -120.974, 2174.06, 118.256, 298.379, -54.6738, 173.366, 129.338, 246.224, 46.3018
20, 0.00000, 2190.97, -5.63464, 2372.65, -122.46, 2129.99, 117.088, 380.869, -43.6085, 170.994, 162.133, 298.718, 63.2866
21, 0.00000, 2213.78, -5.29267, 2395.52, -122.22, 2154.76, 117.292, 364.689, -44.2063, 168.609, 161.452, 288.659, 62.607
22, 0.00000, 2262.32, -4.5168, 2414.44, -121.753, 2210.06, 117.701, 331.639, -45.6774, 163.158, 160.253, 268.44, 60.9705
23, 0.00000, 2333.11, -3.39057, 2433.15, -121.188, 2284.18, 118.261, 284.121, -48.8155, 156.478, 158.651, 242.07, 58.2713
24, 0.00000, 2375.3, -2.42672, 2429.89, -120.846, 2336.65, 118.777, 242.648, -52.8868, 150.57, 157.254, 214.882, 54.7836
